townland,county,entity_id,class_code,monument_type,latitude,longitude,web_notes,website_link
Slievemore,Mayo,MA02028,STCI,Stone circle,53.998184,-10.146957,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA042-010----
Keel East,Mayo,MA02067,STCI,Stone circle,53.998557,-10.064157,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA042-021007-
Dún Ceartáin Nó Gleann An Ghad,Mayo,MA00052,STCI,Stone circle,54.278679,-9.825242,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA004-013----
Cabintown,Mayo,MA00142,STCI,Stone circle,54.301375,-9.357064,"In wet peatland, situated on a gentle W-facing slope, providing good views in all directions and overlooking the Atlantic Ocean to W. This monument is not shown on the 1838 OS 6-inch map or on the 25-inch plan. It is depicted on the 1922 OS 6-inch edition as a circle of boulders (diam. c. 25m) and is named ‘Stone circle’. Inspected in 1997, it comprises a subtriangular area (32.2m WNW-ESE; 23.6m NNE-SSW) defined by a series of thirty stones. Seven of the stones are fully upright, six are set on edge, fifteen are irregularly-shaped boulders randomly set and the remaining four stones are low and largely peat-covered. Ground level in the enclosed area is uneven.  Compiled by: Jane O'Shaughnessy  Date of upload: 8 February 2021", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA007-009001-
An Gort Breac Thuaidh,Mayo,MA00446,STCI,Stone circle,54.257846,-9.845964,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA011-003----
Rathfran,Mayo,MA00673,STCI,Stone circle,54.243792,-9.240129,"In pasture, located on a ridge, just below and to E of the highest point, close to the break of slope where ground falls away to S, giving excellent views over the Palmerstown River estuary and Kilalla Bay. Nephin and the Nephin Beg mountain range define the far horizon to S-SW. There is a mound (MA015-025002-) 50m to SW. This stone circle is a National Monument in State ownership (No. 389). It is indicated as ‘Cromlech’ on the 1838 OS 6-inch map where it is depicted as simple circle. It, and the adjacent mound (MA015-026002-), are indicated as ‘Cromlechs’ and are both depicted as rough circles of boulders on the 25-inch plan; on the 1922 6-inch edition the stone circle is marked with a dolmen-type symbol. De Valera & Ó Nualláin (1964, 94) record this stone circle as follows: ‘Marked ‘cromlech’ on the O.S.6” 1837. This is the more northerly of the two monuments marked under the name ‘Cromlechs’ in Rathfran in the current edition [1922] of the map. It is a stone circle consisting of some sixteen stones five of which are now prostrate. Those remaining erect are from 0.5 m. to 1.60 m. high. The stones vary from 0.85 m to 2.00 m. in length and from .40 m. to 1.2m. in thickness. The area enclosed measures 17.00 m. (N-S) by 19.00 m. (E-W).’  An inspection in 1994 recorded the stone circle as a  circular area (19.5m E-W; 19m N-S) defined by a broad, low bank (Wth 4-5m; int. H 0.2m; ext. H 0.4m at N, 1.1m at S) in which are set twelve upright boulders. The boulders are rounded or irregular in form, and vary in size (Circ. c. 2.5-4m) and height (0.8-1.45m). They are set at irregular intervals around the circumference of the bank, some set against the inner face, but others set in the bank. Two large prostrate stones and a number of smaller stones protrude randomly from the bank, some or all of which may be the result of field clearance. The bank is generally rather low and degraded; there are two corresponding gaps (Wth 2-2.5m) at the E and W.  Compiled by: Jane O'Shaughnessy  Date of upload: 28 November 2017   ", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA015-025001-
Rathfranpark,Mayo,MA00680,STCI,Stone circle,54.242229,-9.252249,"In pasture, located on a level elevated ground overlooking the estuary of the Palmerstown River to S-SE. A few meters to SE there is a gradual fall of ground, in gentle undulations, towards the river. Nephin and the Nephin Beg range are visible to S-SW. A wedge tomb (MA015-027001) is located c. 30-40m to SW. This was described in the 1838 OS Letters as a 'monument which does not appear to preserve its original form.' (O’Flanagan, 1927, 183-4 (98)).  It was classed as a stone circle by de Valera & Ó Nualláin (1964, 32) and recorded as follows: 'Marked ""Cromlech"" on O.S. 6"" 1837. This monument, which was a stone circle, has been totally removed since 1951 and the debris from it has been dumped on the east end of the nearby tomb [MA015-027001-].""  Compiled by: Jane O’Shaughnessy  Date of upload: 15 November 2018   ", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA015-027002-
An Geata Mór,Mayo,MA00788,STCI,Stone circle,54.213231,-10.048017,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA016-008001-
An Geata Mór,Mayo,MA00792,STCI,Stone circle,54.213231,-10.048017,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA016-008005-
An Geata Mór,Mayo,MA00793,STCI,Stone circle,54.213231,-10.048017,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA016-008006-
Leitir Beag,Mayo,MA01176,STCI,Stone circle,54.110947,-10.1256,"Situated in a sandy field at the S end of Portglash Bay. Circular area (diam. 8.3m) defined by a series of 28 granite stones set on edge. There are breaks in the circle at E, SE and SSE. A number of small and medium sized stones protrude from the internal ground surface.  Compiled by: Patrick F. O'Donovan  Date of upload: 7 June 2017", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA024-014----
Glebe (Kilmaine By.),Mayo,MA07607,STCI,Stone circle,53.548513,-9.263517,"On crest of rise in pasture, enclosed by modern fence, with stone circles (MA120-046----), (MA120-047----), (MA120-048----) to E and S. Circle incomplete, comprising thirty stones, some broken. They are 0.17m to 1.28m L, 0.07m to 0.34m T, 0.2m to 1.25m H. Internal measurement 16.2m N-S; 15.9m E-W. Low mound (H 0.3m; Wth 4m) in centre. Some stones disturbed by tree growth. This is a national monument (no. 146) in state guardianship.  The above description has been derived from D. Lavelle (compiler), An Archaeological Survey of Ballinrobe and District including Lough Mask and Lough Carra. Lough Mask and Lough Carra Tourist Development Association (1994), No. 4.  Date of upload: 5 December 2012 ", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-045----
"Glebe (Kilmaine By.),Nymphsfield",Mayo,MA07608,STCI,Stone circle,53.5477,-9.2647,"On a rise in garden, dwelling to W. Stone circles (MA120-045----), (MA120-047----), (MA120-048----) to N and E. Enclosed W to E by modern iron fence and E to W, by stone field fence. Circle incomplete, comprising twenty-one stones. Thirteen stones set into inner base of earthen bank (H 0.5m), levelled E to W. Orthostats are 0.38m to 1.4m L, 0.14m to 0.4m T, 0.2m to 1.2m H. Internal measurement 17.4m N-S; 17.6m E-W. This is a national monument (no. 146) in state guardianship.  The above description has been derived from D. Lavelle (compiler), An Archaeological Survey of Ballinrobe and District including Lough Mask and Lough Carra. Lough Mask and Lough Carra Tourist Development Association (1994), No. 5.  Date of upload: 5 December 2012", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-046----
Nymphsfield,Mayo,MA07609,STCI,Stone circle,53.54738,-9.263514,"In level pasture, with stone circles (MA120-045----), (MA120-046----), (MA120-048----) to W and N. Circle incomplete, levelled SE to SW. Eighteen upright stones, representing the remains of two concentric circles, set on inner and outer face of earthen bank (H 0.5m). Ten stones lie prostrate on bank, levelled SE to SW. Orthostats are 0.3m to 1.3m L, 0.34m to 0.66m T, 0.3m to 1.42m H. Internal diameter 32.6m E-W. This is a national monument (no. 146) in state ownership.  The above description has been derived from D. Lavelle (compiler), An Archaeological Survey of Ballinrobe and District including Lough Mask and Lough Carra. Lough Mask and Lough Carra Tourist Development Association (1994), No. 6.  Date of upload: 5 December 2012", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-047----
Tonaleeaun,Mayo,MA07610,STCI,Stone circle,53.548077,-9.262191,"In level pasture, E of stone circles (MA120-045----), (MA120-046----), (MA120-047----). Circle incomplete, consisting of ten upright stones set on a low mound, with six stones lying prostrate. Stones are 0.38m to 1m L, 0.35m to 0.6m T, 0.25m to 1m H. Internal measurement 14.6m N-S; 19.9m E-W. This is a national monument (no. 146) in state ownership.  The above description has been derived from D. Lavelle (compiler), An Archaeological Survey of Ballinrobe and District including Lough Mask and Lough Carra. Lough Mask and Lough Carra Tourist Development Association (1994), No. 7.  Date of upload: 5 December 2012", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA120-048----
"Cloonagh (Carra By., Aglish Par.)",Mayo,MA04683,STCI,Stone circle,53.842953,-9.293262,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA078-066----
Ballinrobe Demesne,Mayo,MA07448,STCI,Stone circle,53.618183,-9.227068,"In an area of rock outcrop. Circle incomplete; consisting of eight stones, SW to NE. Orthostats are 0.4m to 1.8m L, 0.2m to 0.69m T, 0.3m to 1m H.  The above description has been derived from D. Lavelle (compiler), An Archaeological Survey of Ballinrobe and District including Lough Mask and Lough Carra. Lough Mask and Lough Carra Tourist Development Association (1994), No. 8.  Date of upload: 5 December 2012", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA118-134----
Callow,Mayo,MA02515,STCI,Stone circle,53.989496,-9.035844,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA049-092004-
Ballinvally,Meath,ME00415,STCI,Stone circle,53.753856,-7.119991,"Situated on a broad plateau at the N foothills of Slieve na Calliagh ridge. It is not depicted on any edition of the OS 6-inch map. This is a circular grass-covered area (diam. 29m E-W; 27m N-S) with four large upright stones (dims 1.5-2m; x 0.4-0.9m; H c. 2m) on the perimeter and several smaller ones.  There is an additional recumbent stone (dims 2.2m x 0.2-0.5m; H 0.3m) at NW.  The above description is derived from the published 'Archaeological Inventory of County Meath' (Dublin: Stationery Office, 1987). In certain instances the entries have been revised and updated in the light of recent research.  Compiled by: Michael Moore  Date of revision: 1 November 2018", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=ME009-059002-
Ardcorky,Mayo,MA05602,STCI,Stone circle,53.771566,-9.144293,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=MA090-071----
Dowth,Meath,ME01027,STCI,Stone circle,53.709584,-6.432586,"The following description is derived from the published 'Archaeological Inventory of County Meath' (Dublin: Stationery Office, 1987). In certain instances the entries have been revised and updated in the light of recent research. Date of upload/revision: 10 July 2007  Classification uncertain - may have been a megalithic tomb or stone circle. Destroyed by quarrying in the eighteenth and nineteenth centuries, the surviving records indicate a circle of large stones set on end some 21 feet in diam. (Studia Hibernica 7, 142-5).", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=ME020-009----
"Damselstown,Greenanstown",Meath,ME01582,STCI,Stone circle,53.617091,-6.320394,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=ME033-038----
Newgrange,Meath,ME02582,STCI,Stone circle,53.694708,-6.47554,"Twelve standing stones surround mound of passage-tomb (ME019-045----) (diam. c. 130m). Originally there may have been as many as thirty-eight placed c. 9m apart. Dated later than passage-tomb (ME019-045----) and earlier than Beaker occupation (ME019-045004-) by O'Kelly (1982, 82).  The above description is derived from the published 'Archaeological Inventory of County Meath' (Dublin: Stationery Office, 1987). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 10 July 2007 ", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=ME019-045005-
Kiltycahill,Sligo,SL01953,STCI,Stone circle,54.263969,-8.412367,Situated on a slight S-facing slope with extensive views SE-W across Lough Gill and Sligo Town. Depicted on the 1912 edition of the 6'' OS 6-inch map as a circular area (diam. c.8m). The stone circle has been removed and an E-W orientated laneway now traverses the site. Three roughly rectangular boulders (av. dims L 1.5m; Wth 1m; T 3.5m) located to the S of the lane may be derived from the original stone circle.  Compiled by: Patrick F. O'Donovan  Date of upload: 21 April 2011, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL015-071----
Barnacoghil,Sligo,SL02336,STCI,Stone circle,54.222326,-8.827131,"Situated on a low rise in an area of rough, boggy pasture. Not marked on the 1837 edition of the OS 6-inch map; indicated as 'Stone Circle' on the 1913 edition. Circular area (diam. 10.5m) defined by a series of small, low closely-set stones (H 0.2-0.3m). The stones are almost entirely obscured by vegetation. A possible stone row (SL018-059002-), in the form of an intermittent line of low stones, extends for c. 35m to SW to an enclosure (SL018-058002-), within which there is a court tomb (SL018-058001-). A fulacht fiadh (SL018-086----) lies 7m N of the stone circle.  Compiled by: Patrick F. O'Donovan  Date of upload: 19 January 2011", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL018-059001-
Carrowkeel (Tireragh By.),Sligo,SL02528,STCI,Stone circle,54.221825,-8.637466,"Situated in gently undulating pasture. Not marked on the 1837 edition of the OS 6-inch map. Roughly circular, raised level area (diam. 25m) defined by a low scarp (H 0.5m). Six large boulders set at irregular intervals form a kerb at E and S. At W and N the scarp has been incorporated into linear field boundaries. In the basal course of the N side of the wall at W are up to 18 closely-set large stones which are probably displaced kerb stones.  Compiled by: Patrick F. O'Donovan  Date of upload: 19 January 2011", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL019-115----
Keelogyboy,Sligo,SL01883,STCI,Stone circle,54.294159,-8.34697,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL015-020----
Coumroe,Tipperary North,TN01001,STCI,Stone circle,52.838497,-8.33965,"Situated on a slight ridge in a poorly drained marshy valley in an upland area with a possible standing stone (TN019-046002) to the SW, a stone pair (TN019-040) to the S and a stone row (TN020-062) to the SE. A small stone circle in an area of cutaway bog. The site (diam. 8.4m NE-SW; 8m NW-SE) is enclosed by six small upright bleached stones (H 0.7m) with smaller stones protruding from the surface between the larger stones and a possible entrance gap at SW. It is conceivable that stones from the circle have been robbed for nearby field wall construction. Possible contemporary field walls lie to the NE of the circle with several clusters of stones protruding from the surface of the bog indicating other possible sites.  The above description is derived from 'The Archaeological Inventory of County Tipperary. Vol. 1 - North Tipperary' compiled by Jean Farrelly and Caimin O'Brien (Dublin: Stationery Office, 2002). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 22 September 2008", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN019-046001-
Keelogyboy,Sligo,SL06855,STCI,Stone circle,54.294159,-8.34697,"The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for research purposes please make an appointment in advance with the Archive Unit (open Fridays 10.00 am – 5.00 pm), Department of Culture, Heritage and the Gaeltacht,  The Custom House, Dublin 1 D01W6XO or email nmarchive@chg.gov.ie.", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=SL015-020001-
Bauraglanna,Tipperary North,TN02188,STCI,Stone circle,52.761426,-8.240553,"Situated on a N-facing slope of high ground overlooking a valley to the N with a nearby stream to the E in a mountainous area. A circular area (diam. 12.5m) enclosed by eleven orthostats ranging in height from 0.15m to 2m with several prostrate stones around the perimeter of the circle. A large, flat, recumbent stone lies in cente of circle. (Ó Nualláin 1987, 142-4)  The above description is derived from 'The Archaeological Inventory of County Tipperary. Vol. 1 - North Tipperary' compiled by Jean Farrelly and Caimin O'Brien (Dublin: Stationery Office, 2002). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 22 September 2008", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN032-006----
Reardnogy More,Tipperary North,TN02567,STCI,Stone circle,52.690976,-8.242162,"Situated on reclaimed grassland on S facing slope of rising ground in upland area. Boulder Burial (TN038-004) alignment located 300m to N of site of Stone circle. All that remains of the stone circle is a deep pit (int. dims. 0.8m x 0.8m x D 1.4m) lined with concrete surround (T 0.2m) which is level with the existing ground surface with a triangular-shaped recumbent limestone slab (dims.L 1.2m; Wth 1m; T 0.3m) acting as a cap stone lying over the concrete lined pit (see attached photo). Described by Rynne (1969, 90) as a small stone circle (diam. 4.5m) of seven stones (H 0.3m) with an outlier to the E. The recumbent slab now acting as a cap stone may be one of the orthostats of the stone circle described by Rynne in 1963. Inside the pit there is a small slab which may also have been one of the original orthostats. The land has been reclaimed and reseeded with grass which may have resulted in levelling of the stone circle. When the stone circle was being levelled the land owner may have come across a deep pit inside the circle which he may have then lined with concrete on top of which he placed one of the original orthostats of the circle. In Rynne's description of the site he mentions some irregularities in the ground inside the stone circle and suggested it may have been the remains of a cairn. Could the concrete lined pit be the remains of a cist which may have been converted into a concrete lined well during drainage of the field? The 1963 photo of the field shows it as a rough wet marshland which has subsequently been reclaimed.  The above description is derived from 'The Archaeological Inventory of County Tipperary. Vol. 1 - North Tipperary' compiled by Jean Farrelly and Caimin O'Brien (Dublin: Stationery Office, 2002). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 22 September 2008", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN038-005----
Reisk,Tipperary North,TN02587,STCI,Stone circle,52.699732,-8.124545,"Situated in rough terrain on a small hillock, on a SW-facing slope, overlooking a valley. A stone circle not marked on the 1sted. (1840) OS 6-inch map but depicted on the 2nd ed. (1905). There are no visible remains of the stone circle or of the standing stone (TN039-004002) also indicated at this location on the current 6-inch map.  The above description is derived from 'The Archaeological Inventory of County Tipperary. Vol. 1 - North Tipperary' compiled by Jean Farrelly and Caimin O'Brien (Dublin: Stationery Office, 2002). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 22 September 2008", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TN039-004001-
Glengoole South,Tipperary South,TS00588,STCI,Stone circle,52.600771,-7.6496,"In grassland on high ground with panoramic views in all directions, nearby ringfort (TS054-012001-) 45m to the E. Stone circle on top of Quinlan's Hill which was recorded in 1938 and has subsequently been levelled. Monument in grassland with so evidence of stone circle or associated enclosure or platform (TS054-011002-) visible. Monument described in 1938 as a stone circle consisting of seven upright stones enclosing a circular area (int. diam. 10m N-S; 27m E-W) with an upright stone (diam. 6ft [1.8m]) in the centre of the circle. Not visible at ground level.  Compiled by: Jean Farrelly  Date of upload: 26 August 2011", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=TS054-011001-
Kilmacomb,Waterford,WA02310,STCI,Stone circle,52.181503,-7.027122,"Marked fainlty as a circular enclosure (diam. c. 55m) and described as a 'fairy ring' on the 1840 and 1925 eds. of the OS 6-inch map, and situated on rock outcrop on top of Kilmacomb Hill. Described by Ryland (1824, 243) and Lewis (1837, vol. 2, 164) as five large stones enclosed in a stone circle (diam. c. 30m) on Kilmacomb Hill. It may be a mistaken location for a nearby passage tomb (WA027-007----) at Harristown, c. 1 km to the ENE. Nothing is visible at ground level.  The above description is derived from the published 'Archaeological Inventory of County Waterford' (Dublin: Stationery Office, 1999). In certain instances the entries have been revised and updated in the light of recent research.  Compiled by: Michael Moore  Date of upload/revision: 31 May 2011 ", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WA027-005----
Ballyfoyle,Wicklow,WI00124,STCI,Stone circle,53.185207,-6.452808,"Situated on a gentle W-facing slope within a cleared area to the E of the forest track. Five boulders form a circle (dims. 5.5m E-W; 6m N-S), with the two tallest at the NW while the remaining stones descend in height to the lowest, which lies perpendicular to the symmetrical axis of the circle and appears to represent a recumbent.   The above description is derived from the published 'Archaeological Inventory of County Wicklow' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of revision: 05 July 2013  Revised by: Claire Breen   ", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI005-005----
Blessington Demesne,Wicklow,WI00133,STCI,Stone circle,53.172993,-6.550046,"Situated at the foot of a small hill on level ground. Local tradition of a stone circle destroyed before 1838. No visible remains. (O'Flanagan 1928, 116)  The above description is derived from the published 'Archaeological Inventory of County Wicklow' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 17 December 2008", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI005-014----
Athgreany,Wicklow,WI00668,STCI,Stone circle,53.071888,-6.612751,"National Monument in state guardianship No. 416.  Disturbed remains of a circle of granite blocks (int. diam. 23m) at the high N end of a small steep-sided ridge. There are sixteen stones in the area of the site of which only five are in situ; of the others, five are prostrate but probably close to their original position, three are clearly displaced while the remaining two are too small to have been original components. The stones in situ vary in height from 1.3m to 1.92m but (contra Burl 1976, 234) the pair at the NE are not the highest stones in the circle although their position, facing the outlier ('The Piper') 40m further to the NE, suggests that they may mark the entrance. The OS Letters (O'Flanagan 1928, 114) describe twenty-nine stones including displaced examples and record a then recent attempt to plant the site with trees. A trench dug around the inner edge of the circle was noted and also the presence of a bank between the stones which may be the origin of the low bank now visible between the stones at the SE. The outlier (WI015-010001-) occurs downslope to the E and is a large cup-marked glacial erratic (H 1.95m; diam. c. 2.9m). While it is a natural feature there is no reason to believe that it did not form an integral part of the site. Crossing the top of the stone at right-angles are two well-defined grooves and a similar curved groove occurs on what was the top of a prostrate stone in the SE part of the circle. It is clear that these are not entirely natural.  (Burl 1976, 234; Walshe 1931, 128-30)  The above description is derived from the published 'Archaeological Inventory of County Wicklow' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 18 October 2017  This monument is subject to a preservation order made under the National Monuments Acts 1930 to 2014 (PO no. 97/1940).", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI015-010----
Forristeen,Wicklow,WI00684,STCI,Stone circle,53.055328,-6.681174,"Listed as a 'stone circle' in the SMR (1986) and as a possible 'stone circle' in the RMP (1995). On level to gently S-facing ground in a farmyard. This 'stone circle'  is reputed to have stood in front of the present house and to have been destroyed in 1952. It apparently consisted of a ring of forty small boulders (""few over 45cm (18"") high"") 9m (30') in diameter (ITA Survey 1943; Churcher 1985, 12-13). There is no visible surface indication of this monument.  Compiled by: Matt Kelleher  Date of upload: 20 December 2012 ", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI015-018----
Tornant Upper,Wicklow,WI00709,STCI,Stone circle,53.042965,-6.695421,"National Monument in state ownership No. 531.  Listed as a 'stone circle' in the SMR (1986) and as a possible 'stone circle' in the RMP (1995). On the saddle of a rocky E-W ridge with a marked slope to the S. A scatter of mainly split quartz boulders to the NE of enclosure (WI015-038----) which may be part of a displaced revetment. One of the boulder fragments has a curved groove (Wth 0.02m; D 0.01m) on its flat upper surface. Price (1934, 38-39) mentions that the 'circle' had a diameter of 'about 120 feet' (c. 36.5m) and was formed by twelve stones nearly all broken by blasting.  A single large stone ocurs to the SW (of WI015-038----).     Compiled by: Matt Kelleher  Date of upload: 21 December 2012  This monument is subject to a preservation order made under the National Monuments Acts 1930 to 2014 (PO no. 150/1940).", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI015-037----
Castleruddery Lower,Wicklow,WI00950,BASC,Stone circle - embanked,52.99111,-6.636717,"National Monument in state ownership No. 441.  Situated on a natural rise with gentle slopes to S, W and E and overlooking the River Slaney (250m to the S). The stone circle (diam. 30m) consists of large boulders, originally contiguous, some standing upright and others erected on their long axis. The circle is largely intact at the N but is less well-preserved to the S. It consists of twenty-nine substantial stones and a number of smaller fragments with some loose boulders occurring in the interior which is otherwise featureless. Wedge marks and boreholes in several stones indicate deliberate destruction. The entrance (Wth 1.3m) appears to be between two exceptionally large quartz boulders (L 2.4m and 3m; Wth 1.2m and 1.8m) at the E. Abutting onto the outer face of the circle is an earthen bank (diam. 40m; Wth 4.5m; max. H 1m), the terminals of which encompass the quartz boulders of the entrance. Some boulders along the outer edge of the bank may indicate an outer revetment. To the E of the entrance (at 15.8m) is a single upright stone. A field bank cuts across the outer edge of the bank at the S. The site occurs centrally within a well-defined cropmark enclosure (diam. c. 80m; CUCAP, BDR039) defined by a fosse (Wth c. 4-5m). Between this and the earthen bank is a narrower cropmark defined by a trench or narrow fosse (diam. c. 50m; Wth c. 1m). (Walshe 1931, 131-4; Leask 1945, 266-7; Burl 1993, 106, 240; 1995, 249-50)  The above description is derived from the published 'Archaeological Inventory of County Wicklow' (Dublin: Stationery Office, 1997). In certain instances the entries have been revised and updated in the light of recent research.  Date of upload/revision: 30 June 2010 G. Conroy.  This monument is subject to a preservation order made under the National Monuments Acts 1930 to 2014 (PO no. 109/1940).", https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI021-032----
