townland,county,smrs,entity_id,objectid,class_code,monument_type,latitude,longitude,web_notes,,,,,
MOOHANE,LIMERICK,LI032-079002-,LI03170,88853,BARO,unclassified,52.518076,-8.483984,"In low-lying, wet pasture, which is cut by land drains and watercourses, 11m SE of a land drain and 105m to WNW of the Camoge River which also marks a townland boundary with Herbertstown (OGrady). Enclosures (LI032-07901-) lie 27m to NW and 190m to SW respectively. Not depicted on OSi historic maps. Identified by Grogan (1989, 243) as a circular-shaped cropmark and labelled Moohane 3'. Cropmark of semi-circular shaped enclosure visible on OSi orthoimages taken 2005-2012.  Not visible on Digital Globe orthoimages taken 2011-2013 and on Google Earth orthoimages taken 28/06/2018.See attached Google Earth orthoimage.Compiled by: Alison McQueen and Vera Rahilly Date of upload: 6 November 2020",,,,,
BALLYFREE,SLIGO,SL014-222----,SL01810,119867,BARO,unclassified,54.251757,-8.482464,,,,,,
BALLYFREE,SLIGO,SL014-223----,SL01811,119868,BARO,unclassified,54.251572,-8.48171,,,,,,
BALLYVARRA WOOD,LIMERICK,LI014-165----,LI08458,158405,BARO,unclassified,52.637265,-8.480482,"In reclaimed pasture, 55m NE of the Mulkear River and 55m E of the townland boundary with Garrymore.  Cropmark of circular-shaped area (approx. diam. 28m) visible on Digital Globe orthophoto taken 2011-13 and earlier OSi orthoimages.  Cropmark clearly visible on Google Earth orthophoto taken 06/02/2018.See attached Google Earth orthoimage taken 06/02/2018Compiled by: Caimin OBrienDate of upload: 2 June 2020",,,,,
KNOCKAINY WEST,LIMERICK,LI040-235----,LI07095,92220,BARO,unclassified,52.471346,-8.479718,In reclaimed pasture 335m W of a watercourse that marks the townland boundary with Baggotstown-East.  Earthwork (LI040-191----) lies 175m to SW and possible ditch-barrow (LI040-268003-) 100m to SE.  Not depicted on OSi historic maps. Identified as a possible barrow by Bruff aerial photographic survey in 1986 (Bruff 235; AP 5/2072).  No surface remains visible on Google Earth orthoimages.   See attached Bruff aerial photograph labelled 235 and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 28 June 2021,,,,,
BOTTOMSTOWN,LIMERICK,LI040-164001-,LI04342,91350,BARO,unclassified,52.443426,-8.478077,"In reclaimed pasture, 70m NW of a possible barrow (LI040-164002-). Not marked on OSi historic maps. Circular cropmark identified during examination of aerial photographs (BGE 1/10,000, 69) taken 03/11/1984 on Bórd Gáis Éireann gas pipeline. Monument visible as circular cropmark (diam. c. 5m) on Google Earth orthoimage dated 5/4/2006. No surface remains visible on OSi orthophotographs.  See attached Google Earth orthoimages   Compiled by: Fiona Rooney   Date of upload: 1 June 2021 ",,,,,
HERBERTSTOWN (O'Grady),LIMERICK,LI032-209----,LI06631,91049,BARO,unclassified,52.514911,-8.477762,"In reclaimed pasture on the floodplain of the Camoge River 270m to W and 80m E of a townland boundary with Herbertstown (Powell). Possible ditch-barrow (LI032-207----) lies 170m to SW. Not depicted on OSi historic maps. Monument identified by the Bruff aerial photographic survey in 1986 (Bruff 179: AP 4/3607), as a small penannular-shaped earthwork. Monument is visible as a roughly circular-shaped earthwork (diam. 10m) on OSi orthoimage taken 2005-2012, on Digital Globe orthoimage taken 2011-2013 and on Google Earth orthoimage taken 25/03/2017. See attached Google Earth orthoimage and Bruff aerial survey image labelled 179Compiled by: Alison McQueen and Vera Rahilly Date of upload: 16 November 2020",,,,,
STEPHENSTOWN,LIMERICK,LI040-100002-,LI04258,90105,BARO,unclassified,52.427096,-8.477473,In reclaimed pasture N of a watercourse and 430m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a possible barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2561; Site No. 040193) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 15 June 2021,,,,,
"NEWTOWN (Smallcounty By., Hospital ED)",LIMERICK,LI040-077002-,LI04195,89898,BARO,unclassified,52.436256,-8.477337,In wet unimproved pasture 25 N of the Morningstar River that marks the townland boundary with Adamstown. One of four possible barrows (LI040-077002/005-) located on the N bank of the river.  Identified as a possible barrow (Site No. 040198) during examination of aerial photographs (BGE 1/5000 2559) taken 03/11/1984 on Bórd Gáis Éireann gas pipeline. No surface remains visible on OSi otrthoimages. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 1 June 2021,,,,,
BOTTOMSTOWN,LIMERICK,LI040-164002-,LI04343,91351,BARO,unclassified,52.443268,-8.476913,"In reclaimed pasture, 70m SE of a possible barrow (LI040-164001-). Not marked on OSi historic maps. Circular cropmark identified during examination of aerial photographs (BGE 1/10,000, 69) taken 03/11/1984 on the Bórd Gáis Éireann gas pipeline. No surface remains visible on OSi orthophotographs or on Google Earth orthoimages.  See attached Google Earth orthoimage.   Compiled by: Fiona Rooney   Date of upload: 1 June 2021 ",,,,,
ADAMSTOWN,LIMERICK,LI040-077006-,LI04199,77938,BARO,unclassified,52.435047,-8.476162,"In wet unimproved pasture on the S bank of the Morningstar River that marks the townland boundary with Adamstown.  Identified as a possible barrow (Site No. 040273) during examination of aerial photographs (BGE 1/5000 2560) taken 03/11/1984 on Bórd Gáis Éireann gas pipeline. Listed by Grogan (1989, vol. 2, 210) as 'Adamstown 2'.  No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 1 June 2021",,,,,
STEPHENSTOWN,LIMERICK,LI040-100003-,LI04259,90057,BARO,unclassified,52.426922,-8.476148,"In reclaimed pasture N of a watercourse and 460m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a ring-barrow on examination of Bord Gáis Éireann aerial photograph (BGE 1:5,000 2562; Site No. 040183) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 15 June 2021",,,,,
"NEWTOWN (Smallcounty By., Hospital ED)",LIMERICK,LI040-077005-,LI04198,77671,BARO,unclassified,52.435533,-8.476094,In wet unimproved pasture on the N bank of the Morningstar River that marks the townland boundary with Adamstown. One of four possible barrows (LI040-077002/005-) located on the N bank of the river.  Identified as a possible barrow (Site No. 040197) during examination of aerial photographs (BGE 1/5000 2560) taken 03/11/1984 on the Bórd Gáis Éireann gas pipeline. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 1 June 2021,,,,,
BALLINVANA,LIMERICK,LI040-100004-,LI04260,90085,BARO,unclassified,52.42561,-8.475928,In reclaimed pasture S of a watercourse and 600m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2562; Site No. 191) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 16 June 2021,,,,,
BALLYSALLAGH,LIMERICK,LI023-218----,LI06207,91649,BARO,unclassified,52.545228,-8.475511,"On low-lying, improved wet pasture, cut by land drains and watercourses. A watercourse lies 20m to E, which also marks a townland boundary with Rathjordan and a parish boundary between Caherelly and Rathjordan. Not depicted on OSi historic maps. Identified as a roughly circular-shaped cropmark enclosing a low central mound by the Bruff aerial photographic survey in 1986 (Bruff 14701 & 02: AP 4/3660). The NE arc of the monument is visible on Google Earth orthoimage taken 05/04/2006 and on Digital Globe orthoimage taken 2011-2013, however is not visible on the Google Earth orthoimage taken 26/08/2018.See attached Google Earth orthoimages 05/04/2006 and 26/08/2018 and Bruff aerial survey image labelled Bruff 14701 & 02.Compiled by: Alison McQueen and Vera Rahilly Date of upload: 6 September 2020",,,,,
STEPHENSTOWN,LIMERICK,LI040-100005-,LI04261,90086,BARO,unclassified,52.42715,-8.475239,In reclaimed pasture N of a watercourse and 320m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a possible barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2562; Site No. 185) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 16 June 2021,,,,,
STEPHENSTOWN,LIMERICK,LI040-100006-,LI04262,90087,BARO,unclassified,52.427474,-8.475213,In reclaimed pasture N of a watercourse and 270m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2562; Site No. 184) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 16 June 2021,,,,,
BALLYROE UPPER,LIMERICK,LI056-020----,LI05543,90881,BARO,unclassified,52.352052,-8.474976,In upland pasture 175m NE of the townland boundary with Ballinlyna and 130m NW of a large forestry plantation.  Standing stone (LI056-056----)  50m to S and roadway (LI056-021----) known locally as 'Bothar na bhfían' lies 40m to SE. Depicted on the 1840 ed. OSi 6-inch map as a circular-shaped platform defined by a scarp.  Shown on the 1897 ed. OSi 25-inch map as a circular-shaped area(diam. c. 25m) enclosed by a bank with small mound in W quadrant of platform. Monument visible as circular shaped area enclosed by a tree-lined bank on Digital Globe orthoimage taken between 2011-2013 and on Google Earth orthoimages. See attached Google Earth orthoimages Compiled by: Fiona Rooney Date of upload: 24 November 2021,,,,,
STEPHENSTOWN,LIMERICK,LI040-100009-,LI04265,90090,BARO,unclassified,52.427439,-8.474801,In reclaimed pasture N of a watercourse and 255m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2562; Site No. 185) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 16  June 2021,,,,,
RATHJORDAN,LIMERICK,LI023-235----,LI06226,91663,BARO,unclassified,52.535668,-8.4747,"On flat pasture. The site is located 125m S of the townland boundary with Ballysallagh, 260m SW of St John the Baptists Well (LI023-108----) and 440m SW of the medieval church and graveyard at Rathjordan (LI023-098001/2-). The enclosure is not depicted on historic OSi maps. Identified by Bruff aerial photographic survey in 1986 (Bruff 127; AP 4/3660) as a circular enclosure defined by a fosse (ext. diam. c. 30m). No surface remains visible today on the most recent Google Earth orthoimages taken 28/06/2018.  See attached Bruff survey image showing enclosure labelled Bruff 127 and Google Earth orthoimage  Compiled by: Edmond ODonovan  Date of upload:  31 August 2020 ",,,,,
STEPHENSTOWN,LIMERICK,LI040-100008-,LI04264,90089,BARO,unclassified,52.427233,-8.474622,In reclaimed pasture N of a watercourse and 300m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2562; Site No. 188) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 16  June 2021,,,,,
BALLINVANA,LIMERICK,LI040-100007-,LI04263,90088,BARO,unclassified,52.426083,-8.474522,In reclaimed pasture S of a watercourse and 450m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2562; Site No. 190) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 16  June 2021,,,,,
STEPHENSTOWN,LIMERICK,LI040-100010-,LI04266,90091,BARO,unclassified,52.427396,-8.474448,In reclaimed pasture N of a watercourse and 250m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2562; Site No. 186) taken 03/11/1984.   Cropmark of circular feature visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 16  June 2021,,,,,
STEPHENSTOWN,LIMERICK,LI040-100012-,LI04268,90093,BARO,unclassified,52.427336,-8.473624,In reclaimed pasture N of a watercourse and 230m W of the Morningstar River.  One of 11 possible barrows (LI040-100002/012-) located within an area measuring 300m E-W x 200m N-S. Not depicted on OSi historic maps. Identified as a ring-barrow on examination of Bord Gáis Éireann aerial photograph (BGE 2562; Site No. 187) taken 03/11/1984. No surface remains visible on Google Earth orthoimages.   See attached Bord Gáis Éireann aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 16  June 2021,,,,,
BOTTOMSTOWN,LIMERICK,LI040-236----,LI07096,92221,BARO,unclassified,52.463029,-8.47355,In reclaimed pasture 150m N of the townland boundary with Rathanny.  Not depicted on OSi historic maps. Identified by Katherine Daly as a possible barrow from examination of Bruff aerial photographic survey in 1986 (Bruff AP 5/2073).  No surface remains visible on Google Earth orthoimages.   See attached Bruff aerial photograph and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 28 June 2021,,,,,
GORTACLOONA,LIMERICK,LI032-240----,LI06668,7932,BARO,unclassified,52.496267,-8.471507,"On low lying wet pasture, cut by land drains and watercourses, on the floodplain of the Camoge River 265m to W, which forms a townland boundary with Ragamus. Ditch-barrow (LI032-241----) lies 130m to SE. Not depicted on OSi historic maps. Monument identified by the Bruff aerial photographic survey in 1986 (Bruff 224: AP 5/2015) as a roughly circular-shaped mound defined by what appears to be a wide fosse. Monument is visible as an oval-shaped earthwork (39m N-S; 35m E-W) defined by a possible fosse from W-NW-N, on OSi orthoimage taken 2005-2012, on Digital Globe orthoimage taken 2011-2013 and on Google Earth orthoimage taken 20/09/2020. A wide fosse is highlighted by flooding where it is waterlogged from S-W-N-E-SE with an obvious causeway from SE-S, as seen on Google Earth orthoimage 20/03/2018. The width of the waterlogged fosse varies from 13m at E, to 16m at N and 20m at WSW. The central mound and wide fosse would suggest that this is a bowl-barrow.See attached Google Earth orthoimages taken 20/03/2018 and 20/09/20 and Bruff aerial survey image labelled 224Compiled by: Alison McQueen and Vera RahillyDate of upload: 19 November 2020",,,,,
BOTTOMSTOWN,LIMERICK,LI040-207002-,LI07132,92257,BARO,unclassified,52.455418,-8.470923,"In reclaimed pasture, 40m W of townland boundary with Rathanny. Cropmark of a possible earthwork (LI040-207001-) lies 50m to the SW.  One of a cluster of 5 possible barrows (LI040-207003-/006-; LI040-209----). Not marked on OSi historic maps. Identified as a circular cropmark by the Bruff aerial photographic survey in 1986 (Bruff 93.02; AP 5/2102). No surface remains visible on Digital Globe orthoimage taken between 2011-13. Trace of monument visible as a circular cropmark (diam. c. 9m) on Google Earth orthoimage dated 05/04/2006. Linear cropmarks visible on aerial images, some perpendicular to each other, appear to represent drainage channels of land reclamation works.   See attached Bruff survey image showing cropmark labelled Bruff 93.02 and Google Earth orthoimages.   Compiled by: Fiona Rooney  Date of upload: 28 June 2021",,,,,
BOTTOMSTOWN,LIMERICK,LI040-207005-,LI07135,92260,BARO,unclassified,52.454466,-8.47059,"In reclaimed pasture, 140m W of townland boundary with Rathanny.  Cropmark of a possible earthwork (LI040-207001-) lies 70m to the N.  One of a cluster of 5 possible barrows (LI040-207002-/004-; LI040-209----). Not marked on OSi historic maps. Identified as a circular cropmark by the Bruff aerial photographic survey in 1986 (Bruff 93.05; AP 5/2102). Faint trace of monument visible as a circular cropmark (diam. c. 5m) intersected at W by a linear cropmark running roughly N-S on Digital Globe orthoimage taken between 2011-13. No surface remains visible on Google Earth orthoimages. Linear cropmarks visible on aerial images, some perpendicular to each other, appear to represent drainage channels of land reclamation works.   See attached Bruff survey image showing cropmark labelled Bruff 93.05 and Google Earth orthoimages.   Compiled by: Fiona Rooney  Date of upload: 29 June 2021 ",,,,,
BOTTOMSTOWN,LIMERICK,LI040-207003-,LI07133,92258,BARO,unclassified,52.455546,-8.470321,"In reclaimed pasture, 10m W of townland boundary with Rathanny.  Cropmark of a possible earthwork (LI040-207001-) lies 95m to the W. One of a cluster of 5 possible barrows (LI040-207002/005-; LI040-209----). Not marked on OSi historic maps. Identified as a circular cropmark by the Bruff aerial photographic survey in 1986 (Bruff 93.03; AP 5/2102). No surface remains visible on Digital Globe orthoimage taken between 2011-13 and on Google Earth orthoimages. Linear cropmarks visible on aerial images, some perpendicular to each other, appear to represent drainage channels of land reclamation works.   See attached Bruff survey image showing cropmark labelled Bruff 93.03 and Google Earth orthoimages.   Compiled by: Fiona Rooney  Date of upload: 29 June 2021",,,,,
KNOCKATANCASHLANE,LIMERICK,LI014-163----,LI08185,154132,BARO,unclassified,52.605717,-8.469315,"One of a cluster of 6 barrows (LI014-162/164/155001/155002/156----) in wetland, located to the immediate SW of large barrow (LI014-155001-). Identified by Melanie McQuaid, archaeologist, Forestry Service Inspectorate, Dept .of Agriculture, Food and the Marine in 2016 during site inspection of forestry drains and removal of saplings.  The site was described as following; It measures c. 19m in diameter (north-south and c. 0.6m high. It is cut by three forest drains and at the time of inspection the only indicator of archaeological material evident in the drain face or the minds created from the excavated soil was a small charred black fragment of bone. McQuaid concludes that this monument is a geomorphic feature (McQuade 2016).  The possible monument is visible as a circular green-coloured area on the Digital Globe orthoimage and on Google Earth image taken in 2006 and 2017.  See attached Google earth orthoimages  Compiled by: Fiona Rooney  Date of upload: 3 July 2020 ",,,,,
KNOCKATANCASHLANE,LIMERICK,LI014-164----,LI08187,154133,BARO,unclassified,52.606041,-8.468994,"One of a cluster of 6 barrows (LI014-162/163/155001/155002/156----) in wetland to the immediate N of large barrow (LI014-155001-). Identified by Melanie McQuaid, archaeologist, Forestry Service Inspectorate, Dept .of Agriculture, Food and the Marine in 2016 during site inspection of forestry drains and removal of saplings.  Site described as following; During the site inspection a raised area was evident here which seems to correspond with the c. 6m diameter feature indicated on the aerial photographs. No archaeological deposits or artefacts were noted at this location at the time of inspection. McQuaid concludes that this monument is a geomorphic feature (McQuade 2016).  Digital Globe orthoimage taken 2005-2012 and the Google Earth image taken in 2006 and 2017 shows a raised green in the location of the monument.  Compiled by: Fiona Rooney  Date of upload: 3 July 2020 ",,,,,
BOTTOMSTOWN,LIMERICK,LI040-209----,LI07065,92189,BARO,unclassified,52.453934,-8.468759,"In reclaimed pasture, 50m W of townland boundary with Rathanny. Cropmark of a possible earthwork (LI040-207001-) lies 205m to the NW. One of a cluster of 5 possible barrows (LI040-207002-/005-). Not marked on OSi historic maps. Identified as a circular cropmark by the Bruff aerial photographic survey in 1986 (Bruff 94; AP 5/2102). Trace of monument visible as a circular cropmark (diam. c. 6m) on Digital Globe orthoimage taken between 2011-13 and on Google Earth orthoimage dated 28/06/2018.   See attached Bruff survey image showing cropmark labelled Bruff 94 and Google Earth orthoimages.   Compiled by: Fiona Rooney  Date of upload: 29 June 2021",,,,,
BALLINARD,LIMERICK,LI032-340----,LI08603,158891,BARO,unclassified,52.522435,-8.46635,"On poorly drained rushy pasture, 160m E of a townland boundary with Herbertstown (OGrady) and 200m NE of the village of Herbertstown, in the valley of the Camoge River which is 765m to W. An enclosure (LI032-200----) lies 75m to SE. Not depicted on OSi historic maps. Monument identified by the Bruff aerial photographic survey in 1986 (Bruff 292: AP 4/3607), as a cropmark of three conjoined barrows arranged contiguously on a N-S axis. Monument is clearly visible as a pair of conjoined barrows (LI032-199---) with the remains of a possible third barrow adjoining to S, on OSi orthoimage taken 2005-2012, on Digital Globe orthoimage taken 2011-2013 and on Google Earth orthoimage taken 20/09/2020. The northern barrow is visible on these orthoimages as a roughly circular-shaped earthwork (diam. 25m) defined by a fosse (Wth 8m) which is highlighted by a dense growth of rushes; the central barrow (LI032-199----) is visible as a roughly circular-shaped earthwork (diam. 30m) defined by a fosse (Wth 11m) which is also highlighted by a dense growth of rushes; the southern barrow is a circular-shaped platform (diam. 37m) defined by a scarp and the possible remains of a fosse which is visible from SW-W-N-NE. See attached Google Earth orthoimage and Bruff aerial survey image labelled 292 Compiled by: Alison McQueen and Vera Rahilly Date of upload: 16 November 2020",,,,,
RATHMACULLIG EAST,CORK,CO086-135----,CO19991,154972,BARO,unclassified,51.849419,-8.466285,,,,,,
BALLINARD,LIMERICK,LI032-199----,LI06621,91810,BARO,unclassified,52.522121,-8.466111,"On poorly drained rushy pasture, 160m E of a townland boundary with Herbertstown (OGrady) and 200m NE of the village of Herbertstown, in the valley of the Camoge River which is 765m to W. An enclosure (LI032-200----) lies 75m to SE. Not depicted on OSi historic maps. Monument identified by the Bruff aerial photographic survey in 1986 (Bruff 292: AP 4/3607), as a cropmark of three conjoined barrows arranged contiguously on a N-S axis. Monument is clearly visible as a pair of conjoined barrows (LI032-340---) with the remains of a possible third barrow adjoining to S, on OSi orthoimage taken 2005-2012, on Digital Globe orthoimage taken 2011-2013 and on Google Earth orthoimage taken 20/09/2020. The northern barrow is visible on these orthoimages as a roughly circular-shaped earthwork (diam. 25m) defined by a fosse (Wth 8m) which is highlighted by a dense growth of rushes; the central barrow is visible as a roughly circular-shaped earthwork (diam. 30m) defined by a fosse (Wth 11m) which is also highlighted by a dense growth of rushes; the southern barrow is a circular-shaped platform (diam. 37m) defined by a scarp and the possible remains of a fosse which is visible from SW-W-N-NE. See attached Google Earth orthoimage and Bruff aerial survey image labelled 292 Compiled by: Alison McQueen and Vera Rahilly Date of upload: 16 November 2020",,,,,
BALLINVANA,LIMERICK,LI040-283----,LI07890,93141,BARO,unclassified,52.422331,-8.464278,"In reclaimed pasture, 70m NW of Morningstar River that forms the townland boundary with Knocktoran. Possible barrow (LI040-284----) lies 25m to S, Athneasy Church (LI040-104001-) and graveyard (LI040-104002-) 130m to NW. Not marked on OSi historic maps. Possible barrow identified during examination of Google Earth orthoimage dated 05/04/2006.  Visible as a cropmark defined by vegetation on Google Earth orthoimage dated 14/09/2019.  See attached Google Earth orthoimages.   Compiled by: Martin Fitzpatrick   Date of upload: 8 July 2021",,,,,
BALLINVANA,LIMERICK,LI040-284----,LI07891,93142,BARO,unclassified,52.422115,-8.464188,"In reclaimed pasture, 45m NW of Morningstar River that forms the townland boundary with Knocktoran. Possible barrow (LI040-283----) lies 25m to N, Athneasy Church (LI040-104001-) and graveyard (LI040-104002-) 145m to NW. Not marked on OSi historic maps. Possible barrow identified during examination of Google Earth orthoimage dated 05/04/2006.  No surface remains visible on Google Earth orthoimage dated 14/09/2019.  See attached Google Earth orthoimages.   Compiled by: Martin Fitzpatrick   Date of upload: 8 July 2021",,,,,
BALLINVANA,LIMERICK,LI040-141----,LI04318,91331,BARO,unclassified,52.423168,-8.463831,"In reclaimed pasture, 45m W of Morningstar River that forms townland boundary with Knocktoran.  Athneasy Church (LI040-104001-) and graveyard (LI040-104002-), Athneasy Fort (LI040-105----) lies 140m to SW and 160m to W respectively.  Not marked on OSi historic maps. Possible site identified during examination of aerial photographs (BGE 1/5,000, 2562) taken 03/11/1984 on Bórd Gáis Éireann gas pipeline. Possible ring-barrow listed by Grogan (1989, Vol. 2, 213) as Ballinvana 9'. Faint trace of possible ditch-barrow or ring-ditch visible as a circular cropmark on Digital Globe orthoimage taken between 2011-13. No surface remains visible on Google Earth orthoimages.   Compiled by: Fiona Rooney  Date of upload: 2 June 2021",,,,,
KNOCKAINY WEST,LIMERICK,LI032-142001-,LI03251,88927,BARO,unclassified,52.482108,-8.463126,"Described by O'Kelly (1944, 22) as following; 'A circular platform surrounded by a fosse. Overall diameter 152' [46.3m], height 4' [1.2m]. The entrance is not recognisable. Centred on the E-W diameter and just inside the E. edge of the platform there is a ring-barrow [LI032-142003-]. This is a low mound surrounded by a fosse and has an overall diameter of 30' [9.1m]. Immediately to the S.E. of the platform is another barrow [LI032-142002-], similar in appearance, but having a diameter of 21' [6.4m]'.  Compiled by: Caimin O'Brien   Date of upload: 09 August 2019  See attached ASI aerial photographs ASIAP - 348/6, 348/9, 348/10 taken on 05/01/2003.",,,,,
KNOCKAINY WEST,LIMERICK,LI032-335----,LI08326,156990,BARO,unclassified,52.481356,-8.462235,"Situated on flat poorly drained grassland, ringbarrows (LI032-142001/002/003-) 55m to NNW.  Outline of circular-shaped area (approx. diam. 19m) defined by a fosse is visible on Digital Globe aerial photographs.  Compiled by: Caimin O'Brien   Date of upload: 09 August 2019",,,,,
KILFINNANE,LIMERICK,LI048-106----,LI08100,149668,BARO,unclassified,52.364286,-8.461438,In pasture with possible standing stone (LI048-120----) 125m to NW and burial mound (LI048-060----) 85m to NE.  Outline of low circular-shaped area (approx. diam. 26m) defined by a scarp and wide fosse (approx. Wth  5m) with possible entrance gap or filled in fosse at NE.  Compiled by: Caimin O'Brien  Date of upload: 13 August 2020,,,,,
DOONVULLEN UPPER,LIMERICK,LI023-184001-,LI06167,91620,BARO,unclassified,52.555298,-8.46108,"On low-lying improved, wet pasture, 15m W of the townland boundary with Ballyhobin. Earthwork (LI023-184002-) lies 30m to NW, enclosure (LI023-256----) 30m to SSE. Not depicted on OSi historic maps.   Clearly visible a small circular shaped mound on OSi orthoimage taken 2005-12.  Not visible on Digital Globe orthophotos taken 2011-2013. Identified by the Bruff aerial photographic survey in 1986 (Bruff 182: AP 4/3689). Partial remains of a curving earthwork are visible on Google Earth orthoimage taken 28/06/2018.   See attached Bruff survey image labelled Bruff 182 and Google Earth orthoimage  Compiled by: Caimin O'Brien and Edmond ODonovan  Date of upload:  2 September 2020 ",,,,,
ELTON,LIMERICK,LI040-078003-,LI04202,89903,BARO,unclassified,52.429843,-8.460255,In wet pasture 300m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 3) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible.   See attached aerial photograph (Site No. 3) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 2 June 2021,,,,,
ELTON,LIMERICK,LI040-078005-,LI04204,89905,BARO,unclassified,52.429862,-8.460078,In wet pasture 300m NE of the Morningstar River that marks the townland boundary with Ballinvana.  Elton barrow cemetery first identified in 1982 by the Archaeology Department of UCC who carried out a Route Selection Study report for Bórd Gáis Éireann in consultation with ARUP Pipeline Engineering (Woodman 1983). One of 37 possible barrows (LI040-078002/035-/-037/039-) recorded within an area measuring 230m N-S x 300m E-W. Listed by the Discovery Programme as a potential barrow (Site No. 5) on examination of gas pipeline aerial images and Bruff aerial photographic survey in 1986 (Bruff AP 2123). No surface remains visible.  See attached aerial photograph (Site No. 5) and Google Earth orthoimages.   Compiled by: Martin Fitzpatrick  Date of upload: 2 June 2021 ,,,,,
